time_period_start;time_period_end;time_open;time_close;rate_open;rate_high;rate_low;rate_close
2021-01-01T00:00:00.0000000Z;2021-01-02T00:00:00.0000000Z;2021-01-01T00:01:00.0000000Z;2021-01-01T23:59:00.0000000Z;9.33352473238236;9.429853007846853;8.110537752350636;8.301311980833292
2021-01-02T00:00:00.0000000Z;2021-01-03T00:00:00.0000000Z;2021-01-02T00:01:00.0000000Z;2021-01-02T23:59:00.0000000Z;8.270565492787348;9.806437296707676;7.91643321570477;9.218247968885567
2021-01-03T00:00:00.0000000Z;2021-01-04T00:00:00.0000000Z;2021-01-03T00:01:00.0000000Z;2021-01-03T23:59:00.0000000Z;9.20507898946249;10.511256509168001;8.861809099593183;10.047804279326996
2021-01-04T00:00:00.0000000Z;2021-01-05T00:00:00.0000000Z;2021-01-04T00:01:00.0000000Z;2021-01-04T23:59:00.0000000Z;10.203170202044127;10.540461433964522;8.767422071601171;9.500065194273187
2021-01-05T00:00:00.0000000Z;2021-01-06T00:00:00.0000000Z;2021-01-05T00:01:00.0000000Z;2021-01-05T23:59:00.0000000Z;9.56057004104299;10.070519103564203;9.05124730259078;9.723114679869006
2021-01-06T00:00:00.0000000Z;2021-01-07T00:00:00.0000000Z;2021-01-06T00:01:00.0000000Z;2021-01-06T23:59:00.0000000Z;9.788076233040394;10.427094574736026;9.497187672656553;10.114704887984427
2021-01-07T00:00:00.0000000Z;2021-01-08T00:00:00.0000000Z;2021-01-07T00:01:00.0000000Z;2021-01-07T23:59:00.0000000Z;10.127092337824804;10.682117839817037;9.471547695857552;9.658916118047244
2021-01-08T00:00:00.0000000Z;2021-01-09T00:00:00.0000000Z;2021-01-08T00:01:00.0000000Z;2021-01-08T23:59:00.0000000Z;9.696000478269784;9.816211184209912;8.820067139404712;9.314124568099178
2021-01-09T00:00:00.0000000Z;2021-01-10T00:00:00.0000000Z;2021-01-09T00:01:00.0000000Z;2021-01-09T23:59:00.0000000Z;9.315339371571548;9.837718650137365;9.055251319230303;9.77052892699116
2021-01-10T00:00:00.0000000Z;2021-01-11T00:00:00.0000000Z;2021-01-10T00:01:00.0000000Z;2021-01-10T23:59:00.0000000Z;9.798176603957133;10.01320075266663;8.720352874659318;9.294146191119992
2021-01-11T00:00:00.0000000Z;2021-01-12T00:00:00.0000000Z;2021-01-11T00:01:00.0000000Z;2021-01-11T23:59:00.0000000Z;9.320731472654389;9.320731472654389;7.169210990323463;8.298295033634675
2021-01-12T00:00:00.0000000Z;2021-01-13T00:00:00.0000000Z;2021-01-12T00:01:00.0000000Z;2021-01-12T23:59:00.0000000Z;8.290598397544393;8.676906826201973;7.933670382193936;8.310852957624265
2021-01-13T00:00:00.0000000Z;2021-01-14T00:00:00.0000000Z;2021-01-13T00:01:00.0000000Z;2021-01-13T23:59:00.0000000Z;8.331542238250496;11.351907214921392;7.981130993076114;10.960418578991105
2021-01-14T00:00:00.0000000Z;2021-01-15T00:00:00.0000000Z;2021-01-14T00:01:00.0000000Z;2021-01-14T23:59:00.0000000Z;11.02199084673992;14.583847072499045;10.886480896306159;14.583847072499045
2021-01-15T00:00:00.0000000Z;2021-01-16T00:00:00.0000000Z;2021-01-15T00:01:00.0000000Z;2021-01-15T23:59:00.0000000Z;14.848851732529196;14.92981770413425;11.76764626116944;13.217965437417655
2021-01-16T00:00:00.0000000Z;2021-01-17T00:00:00.0000000Z;2021-01-16T00:01:00.0000000Z;2021-01-16T23:59:00.0000000Z;13.207947842019486;19.410280961689605;13.207947842019486;18.005939770024135
2021-01-17T00:00:00.0000000Z;2021-01-18T00:00:00.0000000Z;2021-01-17T00:01:00.0000000Z;2021-01-17T23:59:00.0000000Z;17.765601606729422;18.22359760509781;16.34796242439155;17.044334520383988
2021-01-18T00:00:00.0000000Z;2021-01-19T00:00:00.0000000Z;2021-01-18T00:01:00.0000000Z;2021-01-18T23:59:00.0000000Z;17.18542073033374;18.09793414192027;15.775815429347695;16.53436970755858
2021-01-19T00:00:00.0000000Z;2021-01-20T00:00:00.0000000Z;2021-01-19T00:01:00.0000000Z;2021-01-19T23:59:00.0000000Z;16.539195233497416;17.494106630894954;15.953303753071276;16.468728646443378
2021-01-20T00:00:00.0000000Z;2021-01-21T00:00:00.0000000Z;2021-01-20T00:01:00.0000000Z;2021-01-20T23:59:00.0000000Z;16.313022017471013;18.151868152053048;14.822540510715037;17.90254004602124
2021-01-21T00:00:00.0000000Z;2021-01-22T00:00:00.0000000Z;2021-01-21T00:01:00.0000000Z;2021-01-21T23:59:00.0000000Z;18.049641869027145;18.127120846713442;14.975425303115035;15.934948844243896
2021-01-22T00:00:00.0000000Z;2021-01-23T00:00:00.0000000Z;2021-01-22T00:01:00.0000000Z;2021-01-22T23:59:00.0000000Z;15.823104815141063;18.034428952903724;14.825733966329864;17.19333749686408
2021-01-23T00:00:00.0000000Z;2021-01-24T00:00:00.0000000Z;2021-01-23T00:01:00.0000000Z;2021-01-23T23:59:00.0000000Z;17.147133554479602;18.798832815004005;16.803505937781587;18.705516095310124
2021-01-24T00:00:00.0000000Z;2021-01-25T00:00:00.0000000Z;2021-01-24T00:01:00.0000000Z;2021-01-24T23:59:00.0000000Z;18.66433535674894;18.66433535674894;17.293425354055557;17.99829143025133
2021-01-25T00:00:00.0000000Z;2021-01-26T00:00:00.0000000Z;2021-01-25T00:01:00.0000000Z;2021-01-25T23:59:00.0000000Z;17.982480216017812;19.101673429932323;17.096413307217976;17.245568473657958
2021-01-26T00:00:00.0000000Z;2021-01-27T00:00:00.0000000Z;2021-01-26T00:01:00.0000000Z;2021-01-26T23:59:00.0000000Z;17.166392084684535;17.785137414241234;16.041174012747266;17.144940673886477
2021-01-27T00:00:00.0000000Z;2021-01-28T00:00:00.0000000Z;2021-01-27T00:01:00.0000000Z;2021-01-27T23:59:00.0000000Z;17.13496001401493;17.13496001401493;15.04225800351426;15.502072394834727
2021-01-28T00:00:00.0000000Z;2021-01-29T00:00:00.0000000Z;2021-01-28T00:01:00.0000000Z;2021-01-28T23:59:00.0000000Z;15.512494288390242;17.488878122689332;15.319157705571875;16.877700381987932
2021-01-29T00:00:00.0000000Z;2021-01-30T00:00:00.0000000Z;2021-01-29T00:01:00.0000000Z;2021-01-29T23:59:00.0000000Z;16.904177220165444;17.74560164675481;16.011662375513428;16.832168006397538
