Date,Open,High,Low,Close,Adj Close,Volume
2021-10-16,43.255810,44.682911,41.324440,41.757626,41.757626,2149299435
2021-10-17,41.736191,42.856602,39.844257,42.073952,42.073952,1794118104
2021-10-18,42.103531,43.219341,40.289684,41.183670,41.183670,1770037056
2021-10-19,41.182980,41.571247,40.111004,41.384014,41.384014,1476241195
2021-10-20,41.355507,45.191448,41.104046,44.348656,44.348656,2160124585
2021-10-21,44.404133,45.501125,42.007854,42.846519,42.846519,2416148968
2021-10-22,42.845661,46.306541,42.743496,43.449368,43.449368,2535826499
2021-10-23,43.478775,44.756664,43.103580,44.049973,44.049973,1228699647
2021-10-24,44.028957,44.200764,41.352333,42.385658,42.385658,1286707564
2021-10-25,42.334133,44.776077,42.149715,44.526623,44.526623,1360980395
2021-10-26,44.513477,46.018200,43.449905,44.883873,44.883873,1763935730
2021-10-27,44.950848,45.773479,39.872562,40.410454,40.410454,2833846259
2021-10-28,40.379799,43.114502,39.983070,41.861691,41.861691,1946242940
2021-10-29,41.873020,44.319656,41.674927,44.073624,44.073624,1613356430
2021-10-30,44.083836,44.280140,42.259529,42.747833,42.747833,1002560667
2021-10-31,42.751907,43.362423,41.127758,42.742096,42.742096,1250223353
2021-11-01,42.739792,51.468781,41.810192,49.982254,49.982254,4338984539
2021-11-02,50.065342,53.246037,48.058029,51.631351,51.631351,3755226109
2021-11-03,51.631992,54.552494,49.217911,53.443703,53.443703,3292529595
2021-11-04,53.335697,55.004974,52.254654,53.881733,53.881733,2735203164
2021-11-05,53.877750,53.945984,50.660576,51.894672,51.894672,1836789840
2021-11-06,51.865990,52.437401,49.087318,52.009216,52.009216,1731999303
2021-11-07,52.075733,53.550312,51.415234,52.277981,52.277981,1469149811
2021-11-08,52.279190,53.858791,51.780319,53.348457,53.348457,1731022445
2021-11-09,53.375797,53.418671,50.606041,50.779362,50.779362,1889383248
2021-11-10,50.763157,52.040482,42.757931,46.871330,46.871330,3209700777
2021-11-11,46.859516,49.462654,45.648800,47.647625,47.647625,1903460945
2021-11-12,47.569553,47.760288,44.070511,45.880806,45.880806,2018292419
2021-11-13,45.905609,47.517548,44.928326,47.129055,47.129055,1193417084
2021-11-14,47.135155,47.804756,45.066185,46.401821,46.401821,943480234
2021-11-15,46.400879,47.423412,44.643318,44.688717,44.688717,1217037806
2021-11-16,44.841980,44.841980,38.725277,40.899315,40.899315,2989773813
2021-11-17,40.873985,42.708294,39.033897,42.708294,42.708294,1952021421
2021-11-18,42.734184,43.293175,37.696529,39.045967,39.045967,2184185009
2021-11-19,39.004200,42.303261,38.459740,41.261021,41.261021,1585574130
2021-11-20,41.257370,42.084187,39.970539,42.060429,42.060429,1072593579
2021-11-21,42.114777,43.595840,40.712013,42.005707,42.005707,1200251789
2021-11-22,42.010632,42.144905,38.848640,39.447872,39.447872,1419043417
2021-11-23,39.503712,41.451218,38.629200,40.791042,40.791042,1191444255
2021-11-24,40.787518,40.958405,38.119476,39.369419,39.369419,1151780975
2021-11-25,38.307789,40.956371,38.081081,38.455948,38.455948,1204042086
2021-11-26,39.467480,39.649117,33.987236,34.385906,34.385906,2209378812
2021-11-27,34.545086,35.934952,34.494488,35.186699,35.186699,1023830346
2021-11-28,35.226543,35.839020,32.433071,35.765121,35.765121,1521352541
2021-11-29,35.798294,37.557888,35.477234,37.162655,37.162655,1277403223
2021-11-30,37.134041,39.336540,35.555492,37.960495,37.960495,1552695148
2021-12-01,37.925957,38.800667,36.319107,36.773266,36.773266,1247647115
2021-12-02,36.782539,36.792862,35.150654,35.757893,35.757893,1000369702
2021-12-03,35.770115,36.797554,32.791805,33.639530,33.639530,1330467954
2021-12-04,33.762455,33.865837,24.720991,29.368837,29.368837,2854207528
2021-12-05,29.379711,29.779005,26.490667,28.310139,28.310139,1471059303
2021-12-06,28.342398,28.889868,24.907080,28.249523,28.249523,1994330966
2021-12-07,28.232168,31.443295,27.790524,30.543865,30.543865,1776628055
2021-12-08,30.543373,30.622547,28.102446,29.870499,29.870499,1356418902
2021-12-09,29.780275,30.110678,26.860996,26.951921,26.951921,1193183661
2021-12-10,26.961819,28.399462,25.846045,26.453915,26.453915,1357627514
2021-12-11,26.470140,28.145266,25.917294,27.774729,27.774729,1175903576
2021-12-12,27.760691,30.022230,27.356134,29.608980,29.608980,897053031
2021-12-13,29.613890,29.812469,25.608620,25.971106,25.971106,1292550086
2021-12-14,25.952719,26.692980,25.091862,26.168419,26.168419,1206987079
2021-12-15,26.174873,27.989716,24.371534,27.145760,27.145760,1580299615
2021-12-16,27.154755,27.795271,25.771624,26.043077,26.043077,1485488983
2021-12-17,26.028437,26.208549,24.287596,24.663027,24.663027,1134265516
2021-12-18,24.676817,25.724895,24.256323,25.490757,25.490757,878905203
2021-12-19,25.488007,25.856468,24.695019,24.791401,24.791401,744698642
2021-12-20,24.784105,25.018566,23.313160,24.050674,24.050674,924598147
2021-12-21,24.042261,25.584335,23.765162,25.194195,25.194195,893276894
2021-12-22,25.187767,28.212662,25.019508,27.216074,27.216074,1332894453
2021-12-23,27.233431,29.637953,26.793833,29.111094,29.111094,1466897164
2021-12-24,29.153118,29.667553,27.881594,28.139498,28.139498,1068526285
2021-12-25,28.158287,29.144415,28.009048,28.837757,28.837757,721290103
2021-12-26,28.838840,31.739517,28.322090,31.332836,31.332836,1627652480
2021-12-27,31.319946,32.768093,30.835819,30.908672,30.908672,1724296390
2021-12-28,30.962435,30.962435,27.585024,27.907103,27.907103,2373946823
2021-12-29,27.865063,28.921068,26.560366,26.744373,26.744373,1772776120
2021-12-30,26.827425,28.370249,26.218414,27.567789,27.567789,1238329221
2021-12-31,27.569290,28.060705,26.356335,26.719675,26.719675,1169307108
2022-01-01,26.721346,28.583582,26.705992,28.583582,28.583582,769282646
2022-01-02,28.582886,30.555826,27.922352,29.731167,29.731167,1217867246
2022-01-03,29.724901,30.825724,28.751802,30.105101,30.105101,1652854634
2022-01-04,30.109388,30.533686,28.777731,28.777731,28.777731,1433783811
2022-01-05,null,null,null,null,null,null
2022-01-06,null,null,null,null,null,null
2022-01-07,null,null,null,null,null,null
2022-01-08,null,null,null,null,null,null
2022-01-09,null,null,null,null,null,null
2022-01-10,null,null,null,null,null,null
2022-01-11,null,null,null,null,null,null
2022-01-12,25.548052,27.558558,25.511274,27.319494,27.319494,1416836455
2022-01-13,27.317213,27.588245,25.828890,25.828890,25.828890,1392401458
2022-01-14,25.831518,27.834513,25.696104,27.712864,27.712864,1801182212
2022-01-15,27.716450,28.384350,26.942692,27.736834,27.736834,1158992450
2022-01-16,27.724180,28.415182,27.382957,27.665129,27.665129,1280576659
2022-01-17,27.671783,27.720455,25.239698,25.727352,25.727352,1453899013
2022-01-18,null,null,null,null,null,null
2022-01-19,25.170046,25.285927,23.810032,24.129553,24.129553,1171940720
2022-01-20,24.130487,25.564138,22.983807,22.984886,22.984886,897265226
2022-01-21,22.999681,23.430182,19.305567,19.646294,19.646294,2158447179
2022-01-22,19.657223,20.074379,16.529568,18.229856,18.229856,2593516897
2022-01-23,18.239420,19.139383,17.826681,18.828775,18.828775,1570770653
2022-01-24,18.827082,18.827082,15.976185,18.036749,18.036749,2261885506
2022-01-25,18.036751,19.012129,17.440678,18.348646,18.348646,1511107520
2022-01-26,18.341249,19.937613,17.641090,18.076839,18.076839,1763129260
2022-01-27,null,null,null,null,null,null
2022-01-28,null,null,null,null,null,null
2022-01-29,null,null,null,null,null,null
2022-01-30,18.715378,18.967440,17.868931,18.172527,18.172527,757967482
2022-01-31,18.171585,19.554422,17.199829,19.420546,19.420546,1115684278
2022-02-01,19.415051,19.951502,19.202530,19.614204,19.614204,1068758718
2022-02-02,19.615648,20.532360,18.721237,18.796898,18.796898,1153269231
2022-02-03,18.789368,18.838409,18.099340,18.812508,18.812508,906875219
2022-02-04,18.807337,20.463795,18.749556,20.424664,20.424664,1110480504
2022-02-05,20.437189,22.252073,20.352913,21.366989,21.366989,1265231134
2022-02-06,21.367344,21.903336,20.922810,21.903336,21.903336,830919540
2022-02-07,null,null,null,null,null,null
2022-02-08,null,null,null,null,null,null
2022-02-09,null,null,null,null,null,null
2022-02-10,null,null,null,null,null,null
2022-02-11,null,null,null,null,null,null
2022-02-12,null,null,null,null,null,null
2022-02-13,null,null,null,null,null,null
2022-02-14,null,null,null,null,null,null
2022-02-15,null,null,null,null,null,null
2022-02-16,null,null,null,null,null,null
2022-02-17,null,null,null,null,null,null
2022-02-18,null,null,null,null,null,null
2022-02-19,null,null,null,null,null,null
2022-02-20,null,null,null,null,null,null
2022-02-21,null,null,null,null,null,null
2022-02-22,null,null,null,null,null,null
2022-02-23,null,null,null,null,null,null
2022-02-24,null,null,null,null,null,null
2022-02-25,null,null,null,null,null,null
2022-02-26,null,null,null,null,null,null
2022-02-27,null,null,null,null,null,null
2022-02-28,null,null,null,null,null,null
2022-03-01,null,null,null,null,null,null
2022-03-02,null,null,null,null,null,null
2022-03-03,null,null,null,null,null,null
2022-03-04,18.023418,18.029242,16.548868,16.757080,16.757080,1047537594
2022-03-05,16.766020,17.736820,16.270109,17.312721,17.312721,757666761
2022-03-06,17.314793,17.547518,16.589474,16.978825,16.978825,737656667
2022-03-07,16.980211,17.116169,16.062243,16.431496,16.431496,944798572
2022-03-08,16.430084,17.232317,16.358534,16.953651,16.953651,874178607
2022-03-09,16.961296,18.049906,16.930101,17.866676,17.866676,857533887
2022-03-10,null,null,null,null,null,null
2022-03-11,null,null,null,null,null,null
2022-03-12,null,null,null,null,null,null
2022-03-13,null,null,null,null,null,null
2022-03-14,17.246563,17.831064,17.084517,17.695951,17.695951,728004973
2022-03-15,17.693548,18.002615,17.083492,17.828997,17.828997,673341299
2022-03-16,17.827370,19.150919,17.762905,19.053368,19.053368,1201525130
2022-03-17,19.051691,19.267126,18.664957,18.751732,18.751732,804681001
2022-03-18,18.748987,19.180634,18.184626,18.991892,18.991892,751608989
2022-03-19,18.991165,19.767376,18.914698,19.359505,19.359505,833974878
2022-03-20,19.362869,19.442106,18.390905,18.638643,18.638643,688372541
2022-03-21,18.636242,19.048409,18.474392,18.795271,18.795271,726848268
2022-03-22,18.790340,20.431427,18.711327,20.252199,20.252199,1206899926
2022-03-23,null,null,null,null,null,null
2022-03-24,null,null,null,null,null,null
2022-03-25,null,null,null,null,null,null
2022-03-26,null,null,null,null,null,null
2022-03-27,null,null,null,null,null,null
2022-03-28,null,null,null,null,null,null
2022-03-29,null,null,null,null,null,null
2022-03-30,null,null,null,null,null,null
2022-03-31,null,null,null,null,null,null
2022-04-01,null,null,null,null,null,null
2022-04-02,null,null,null,null,null,null
2022-04-03,null,null,null,null,null,null
2022-04-04,null,null,null,null,null,null
2022-04-05,null,null,null,null,null,null
2022-04-06,null,null,null,null,null,null
2022-04-07,null,null,null,null,null,null
2022-04-08,null,null,null,null,null,null
2022-04-09,null,null,null,null,null,null
2022-04-10,null,null,null,null,null,null
2022-04-11,null,null,null,null,null,null
2022-04-12,null,null,null,null,null,null
2022-04-13,null,null,null,null,null,null
2022-04-14,null,null,null,null,null,null
2022-04-15,null,null,null,null,null,null
2022-04-16,null,null,null,null,null,null
2022-04-17,null,null,null,null,null,null
2022-04-18,null,null,null,null,null,null
2022-04-19,null,null,null,null,null,null
2022-04-20,null,null,null,null,null,null
2022-04-21,null,null,null,null,null,null
2022-04-22,null,null,null,null,null,null
2022-04-23,null,null,null,null,null,null
2022-04-24,null,null,null,null,null,null
2022-04-25,null,null,null,null,null,null
2022-04-26,null,null,null,null,null,null
2022-04-27,16.657173,17.253525,16.556425,16.948017,16.948017,616421238
2022-04-28,16.947386,17.361773,16.797817,16.996513,16.996513,609272520
2022-04-29,16.993166,17.050322,16.045004,16.162790,16.162790,573927609
2022-04-30,16.163803,16.405512,14.294137,14.519939,14.519939,689300174
2022-05-01,14.519188,15.505186,14.513369,15.381729,15.381729,707973556
2022-05-02,15.375803,15.567329,14.626653,14.978443,14.978443,684752563
2022-05-03,14.978364,15.205558,14.555679,14.727037,14.727037,492425638
2022-05-04,14.726156,16.308697,14.702761,16.305258,16.305258,747195893
2022-05-05,16.301308,16.418749,14.187897,14.581028,14.581028,953754626
2022-05-06,14.579420,14.639583,13.941613,14.313102,14.313102,868156078
2022-05-07,14.313728,14.352659,13.476185,13.775654,13.775654,593983001
2022-05-08,13.774422,13.825541,13.087564,13.254074,13.254074,758610863
2022-05-09,13.257022,13.464955,10.767036,10.767036,10.767036,1529550074
2022-05-10,10.768371,12.333800,10.449965,11.358492,11.358492,1771556667
2022-05-11,null,null,null,null,null,null
2022-05-12,null,null,null,null,null,null
2022-05-13,null,null,null,null,null,null
2022-05-14,null,null,null,null,null,null
2022-05-15,null,null,null,null,null,null
2022-05-16,11.720753,11.720753,10.447955,10.755552,10.755552,974146880
